,file,language,start,questions,f0final
381,p294p295-part1_ch2,English,160.36740116541642,WH,"[   0.         0.        59.44055   59.12689   58.13263   58.88922
   61.32623   65.03926   61.91823   55.65796   49.47857   47.2213     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.       271.0106   269.14     265.1333
  260.3584   256.3305   253.6591   252.0185   250.8401   249.141    245.2406
  238.8421   233.3649   232.4575   236.6095   242.0895   245.8223   246.8217
  245.2734   241.5054   237.0516   233.1416   230.4512   228.5024   227.1133
  225.9325   224.5872   222.8468   221.2854   220.3688   220.1871   220.8096
  222.3915   224.8857   227.4027   228.834    227.2962   226.201      0.
    0.         0.         0.         0.         0.        55.68248
   54.80391   54.16481    0.         0.       240.3672   234.7399   225.009
  221.57     220.8694   221.5002   222.3117   220.6914   216.5058   213.4223
    0.         0.         0.         0.       234.5097   234.4274   234.6778
  234.8149   234.2711   232.527    230.0676   227.3719   224.7031   221.7274
  218.9153   216.0914   213.9887   212.3136   211.0793   210.1084   209.3651
  208.92     208.7247   208.7437   208.7401   208.4723   207.5778   206.0787
  204.7499   204.1447   204.5181   205.3215   205.8431   205.0804   202.6342
  198.6464   196.493      0.         0.         0.         0.         0.
    0.         0.         0.       225.4473   223.4294   219.5048   218.1805
  216.3204   212.1932   203.9924   195.2346   190.1886   191.4827   195.3564
  202.921    216.677    226.9709   230.0166   225.3351   223.3494   223.631
  222.0724   214.7192   206.3119   201.2854   202.8681   205.7304   206.5591
  206.1285   205.4057   204.5571   203.6929   203.0516   202.6799   202.326
  200.5811   199.6502     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.       202.4994
  200.1317   195.7009   200.118    204.2297   174.5003   140.3073   105.767
  108.4071   111.0313   113.8553   112.4823   110.4579   102.6874
   95.93913   89.99689    0.         0.         0.         0.         0.
    0.         0.        88.88138  103.6992   117.204    128.2167   164.5541
  202.4574   242.5437   242.502    242.3471   242.3661   242.5547   243.0135
  244.0378   245.8621   248.1981   250.7936   253.2877   255.4988   257.0249
  257.6239   257.4889   257.2878   258.1682   260.0014   260.89     261.2444
    0.         0.         0.     ]"
382,p294p295-part1_ch2,English,165.33132114703625,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.       223.5325   223.7095   223.4236   222.0416   219.8067   217.6519
  216.31     215.4923   214.8579   214.0542   212.9184   211.3727   209.3999
  207.5879   206.1656   205.3779   204.8328   204.2381   203.4882   202.7107
  202.3515   202.5778   203.1092   203.6635   204.1763   204.8652   172.0732
  140.3986   108.9723   110.9385    99.0296    86.57135   74.04773    0.
    0.         0.         0.         0.        57.21913   72.35422
   87.12783   87.81827    0.         0.         0.         0.         0.
    0.         0.         0.        61.23197   84.27764  103.069    157.5995
  189.9043   222.1216   219.0139   216.811    214.9739   213.3526   212.2059
  211.9936     0.         0.         0.         0.         0.         0.
    0.         0.       221.2848   220.3496   218.3155   217.1548   215.9848
  214.8712   213.8028   212.6158   210.9995   209.4722   209.771    211.7627
  214.2755   215.7034   216.4377   214.6479   209.9757   204.1862   199.1046
  195.7234   193.2736   192.6989   193.1531   193.599    193.7415   193.9517
  194.8981   194.3157   194.2632     0.         0.         0.         0.
   79.28132   79.17773   78.71771   77.74132   76.92373   67.88448
   64.87995   61.89801   67.6448    68.16248   68.77657   69.03799
   81.19827  127.6793   174.9126   210.9032   213.8468   217.9138   222.2067
  225.749    227.7908   228.2039   227.495    225.8798   222.5184   220.6833
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
   61.59753   61.6572 ]"
383,p294p295-part1_ch2,English,170.38859934481272,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.       122.408    158.0003   192.5381
  228.0461   227.       225.7106   223.5012   220.5713   217.6893   215.5061
  213.9719   212.8321   212.177    212.0791   212.315    212.6123   212.8231
  212.8342   212.4023   211.6778   211.1945   211.8898   213.7886   216.3939
  218.9711   221.2756   223.0798   224.12     224.384    224.1266   223.617
  222.8855   222.0971   221.2615   220.2498   218.7869   215.9537   210.3755
  203.7026   198.9512   204.6037   216.7344   227.2095   228.9391   224.2484
  219.3945   214.4402   210.2927   207.3347   205.9335   205.2455   204.6641
  204.0591   203.5682   203.1311   202.408    201.2484   199.703    198.1699
  197.0131   196.3934   196.2574   196.423    196.8478   197.5623   198.5065
  199.5615   200.3284   200.2158   198.9377   197.174    196.0849   195.5862
  195.6296     0.         0.         0.       222.3441   218.104    211.9891
  208.1942   206.5223   204.4247   201.8921   199.6522   198.2958   166.74
  135.6035   104.4474   104.3125   103.4197    99.82029   97.69343    0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.        97.91517   98.36053  100.4978   102.4358
  103.7579   103.5012   103.8297   104.4759   104.8688   104.3706   104.2025
  105.1088   106.5445   107.8699   108.7217   109.304    109.21     108.733
   96.92519   85.69479   74.49456   74.35226   72.10764   70.81448    0.
    0.       116.5791   116.6952   116.742    116.3277   113.9934   146.1308
  179.11     214.9066   218.1265   222.9774   226.5897   227.5607   225.5833
  223.0979   220.2764   218.4614 ]"
384,p294p295-part1_ch2,English,179.9474615290242,WH,"[   0.         0.         0.         0.         0.         0.        49.96872
   45.18761  112.0794   178.3613   244.6135   243.6355   241.8319   239.8029
  237.5195   234.5083   231.5174   229.1376   228.3099     0.         0.
    0.         0.         0.         0.       213.6754   217.9099   226.4078
  230.3864   232.5208   232.7231   232.327    232.8085   235.7776   240.6667
  245.8349   249.0524   250.3365   249.607    246.5505   241.3529   234.903
  227.9914   224.6683     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.       109.1268   109.3736 ]"
385,p294p295-part1_ch2,English,182.8120161429234,WH,"[   0.         0.         0.         0.         0.         0.       257.1564
  252.9912   245.5185   242.342    239.1331   234.9256   230.581    225.3007
  218.5583   211.7834   208.0785     0.         0.         0.         0.
    0.         0.         0.       218.123    215.6445   211.7082   209.4459
  208.2865   206.2511   204.1088   202.5006   202.4159   202.9145   169.7307
  136.93      93.17987   82.99982   72.30194   71.96514   71.69727
   66.61243   61.78156   60.4771    65.96026   71.49885   70.84616
   71.31005   71.27392   85.93097   97.27421  109.0255   109.0083   146.8189
  184.8152   221.8224   221.2078 ]"
386,p294p295-part1_ch2,English,188.23828226665017,Y/N,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.        94.02924  102.0105   110.143    159.0795
  200.112    240.7357   240.4395   239.9485   239.7451   239.5138   238.1432
  237.2329   236.8291   236.3755   234.2531   231.298    228.9627   229.4652
  230.7373   232.4621   231.6648   230.7609   230.1815   237.9894   250.6285
  264.1631   269.5778   268.2917   264.7273   257.4052   248.7237   241.3726
  239.709    242.5219   245.4803   246.395    244.9368   241.987    237.0746
  231.1679   227.5325     0.         0.         0.         0.         0.
    0.       126.0156   125.379    164.595    203.8756   243.9144   244.2227
  244.8298   246.6131   250.5665   255.1635   258.8076   260.2497   260.7008
  260.3302   258.5808   253.1782   243.8551   236.5453   234.5304   237.0054
  238.0661   235.9525   232.5723   229.0939   226.8896   225.6098   224.9763
  224.6431   224.2391   223.6102   223.1791   223.4608   224.0784   224.1636
  224.9649   227.5762   231.1818   233.9603   235.427    236.5314   236.7402
  235.7479   234.05     232.6377   231.7699   231.2459   230.7839   230.3456
  230.5798   231.3533   232.1856   232.0884   230.7842   228.1519   225.7208
  224.2551     0.         0.         0.         0.         0.         0.
    0.       241.9789   242.1079   239.8334   234.7674   228.558    224.3935
  221.7443   220.4496   220.2397   220.9974   222.3723   223.8949   225.1016
  225.8156   226.0433   225.8289   225.1333   224.1737   223.7233   224.3414
  225.7504   227.2323   228.2152   228.5426   228.14     226.0889   217.6626
  208.2903   201.0938     0.         0.         0.         0.       220.8748
  218.7628   214.0715   212.5757     0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.       222.037    218.939    213.8218
  211.1022   209.5783   168.37     126.5213    90.47427   94.33246
   89.47648   80.08538   68.58438   66.42645   62.29103   61.32179    0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        60.31113   64.03756
   68.08842   69.1936    62.89685   58.15536    0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.     ]"
387,p294p295-part1_ch2,English,200.59524450106815,WH,"[   0.         0.         0.         0.         0.       255.8854   254.0493
  250.438    248.0697   245.6515   243.1918   241.3379   240.4612   240.8477
  241.4832   241.7463   242.7255   244.1795   245.6788   245.8605   245.7387
  244.9487   244.5359   244.1813   244.422    244.8839   247.2148   251.0235
  258.7221   267.5127   276.9943   279.6554   276.6208   269.7533   263.5026
  260.6989     0.         0.         0.         0.       136.6071   177.387
  217.6846   257.905    256.5382   254.8431   252.1952   249.603    248.4628
  248.9948   250.0184   249.7459   249.6036   252.3309   257.8673   263.557
  266.8621   268.2329   268.9804   268.8574   265.8109   253.4967   240.2941
  228.7458   226.9389   229.0057   233.7403   239.5903   243.8096   246.6432
  247.983    248.1856   247.4649   246.0391   244.0768   241.7988   239.3075
  236.9097   234.4757   231.7672   228.5792   225.7247   223.4553   221.0468
  217.7437   214.2364   211.4386   209.7283   208.666    208.3497   208.6524
  209.3219   210.1594   211.0285   212.0404   213.2858   214.8026   216.8147
  219.169    221.6574   223.4684   224.024    223.1971   222.4767     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.       253.4859   249.3585   241.7605   235.6921   231.3963
  227.9863   225.2951   223.3653   222.2433   220.8254   219.2288   217.3608
  214.4244   211.3062   208.3424   206.5611   205.3192   204.62     204.4035
  204.666    205.3527   206.4316   207.2762   207.5744   207.0429   205.749
  202.9406   201.3829     0.         0.         0.         0.         0.
    0.       227.7769   225.9118   222.3455   220.7686   218.2541   213.9974
  209.2744   206.1887   205.3286   206.665    211.4697   217.0857   219.213
  216.2361   211.5061   208.6218   207.0021   205.8849   204.7624   203.5041
  202.3869   201.7061   201.3845   201.4036   202.295    171.2529   140.3704
  109.5768   111.6673    99.90968   87.31381   71.80775   72.64485
   73.01323   87.56555   98.83984  109.5733   108.5851     0.         0.
    0.         0.         0.         0.         0.         0.         0.
  122.9113   122.9369   122.726    122.0374   121.1377   120.0246   118.4708
  115.8457   112.3834   110.4134     0.         0.         0.         0.
    0.         0.         0.       121.5742   120.4856   119.8662     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
   54.92977   52.47445   49.94073]"
388,p294p295-part1_ch2,English,223.84112909534446,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.        83.17461   82.87897   82.34103   85.54762
   88.52177   86.47681   81.56644   91.05773  105.4059   118.6264   117.6184
  116.7678   116.5212   116.5574   116.4477   115.7607   114.674    151.3094
  188.3688   225.7742   225.2673   222.9558   221.3302   220.2557   221.118
  223.703    229.8371   238.0988   244.9325   248.4151   249.383    248.9586
  247.8643   246.7368   245.9144   245.2214   244.1423   242.802    242.7558
  243.1709   244.085      0.         0.         0.       281.2247   279.242
  275.1023   273.7769   272.1037   270.3052   268.4337   266.1315   263.2585
  259.8625   256.6992   253.9134   251.5207   248.0966   243.7037   238.813
  234.4101   230.6405   227.4862   225.3234   224.272    224.3083   225.3968
  227.3827   230.1967   234.6489   238.8126   240.2536   235.0773   231.436
    0.         0.         0.         0.         0.         0.       263.9037
  252.4671   239.2399   226.2679   223.2189   220.8315   222.1122   222.9448
    0.         0.         0.         0.         0.         0.         0.
   94.8383   100.2008   111.0607   112.3603   114.7704   114.4064   112.6408
  110.0277   111.1441   112.7434   113.798    113.8519   114.4298   154.7853
  197.711    241.978    245.6527   243.3928   240.9085     0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.       222.7601   220.3034
  215.7439   213.0692   211.118    209.8132   209.0596   209.1037   178.7311
  149.1297   118.0941    97.8258    77.60027   58.11936    0.         0.
    0.         0.         0.       123.9662   122.9989   121.2031   153.2323
  185.7591   218.4038   217.3708   216.0462   214.8901   214.3677   214.5815
  215.2272   215.9016   215.5753   213.2038   208.2085   205.1463     0.
    0.         0.         0.         0.       241.5745   237.1461   230.0113
  221.6047   213.9918   207.614    203.3225   201.357    199.8105   198.0374
  204.4476   175.3358   147.2125   111.4291   110.2029   107.0996   102.7544
  100.4279     0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.       207.7309
  208.7417   209.928    207.5903   160.5714   114.2547    62.99789
   56.23372   54.73447   60.48906   81.31266   96.89642   98.1072
   84.88287   71.76337   72.93468   73.2961     0.         0.         0.
    0.         0.        57.18189   58.66496   59.44096    0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.     ]"
389,p294p295-part1_ch2,English,236.28226372374772,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.        53.38297   57.37123    0.       127.1752
  186.9787   245.1159   243.5359   243.2747   243.6169   243.5552   241.8046
  240.0257   241.1253   245.3341   250.8312   254.6519   257.2239   258.112
  257.0314   249.6012   239.6468   228.5609   224.454      0.         0.
  283.51     280.1256   273.4931   271.7948   269.4642   266.0518   261.1629
  254.949    248.79     244.0526   240.5715   236.205    230.6836   224.4409
  219.0139   213.6915   209.1059   205.4417   203.2708   202.1887   208.6287
  214.7767   226.7482   231.7507   236.9155   235.2535   231.8897   229.1752
  228.2109   228.7316     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.       257.4375
  254.1871   248.1373   244.2839   240.9565   237.6085   234.0982   230.4653
  226.9321   223.8671   221.5197   219.855    218.3254   216.22     213.4279
  210.4118   208.9978   211.6332   218.3289   225.717    230.0675   230.59
  228.9536   226.8635   224.9617   223.5346   222.2722   221.3392   220.8699
  220.2986   218.2802   215.8751   213.9639   215.4141   182.0148   148.804
  114.2418   115.6186   117.3311   118.4445   117.7448   115.5367   151.0707
  187.7738   225.3399   224.1502   220.217    211.305    206.0742     0.
    0.         0.         0.         0.         0.       230.823    227.8472
  222.1489   214.9146   209.4936   206.1992   204.9504   204.9299   205.5001
  206.0472   206.1936   205.9872   205.5092   204.6142   202.4358   200.8098
  201.7266   204.1869   206.0434   205.5121   204.6502   204.0251   203.7026
  203.3655   202.8779   202.2854   202.1735   202.1311     0.        91.86589
   96.22216   95.96964   86.17083   77.76987   79.23302   90.08621  100.626
  110.8425   109.4827   140.8653   172.4271   205.635    206.4533   207.9975
  209.8403   211.3597   212.2854   212.4221   212.0654   211.4549   210.6805
  209.8983   209.3845   209.3389   209.5885   209.7853   209.9225   210.2697
  210.8813   211.625    212.1223   212.1481   211.3119   209.2071   205.8199
  201.3447   196.1528   190.9884   186.4507   184.3299   185.6737   190.1942
  195.4407   199.5669   201.724    202.3966   201.5372   199.8466   197.9684
  196.4075   195.276    194.3128   193.5505   193.1971   193.3985   193.9731
  194.6095   195.3702   196.8377   198.9022   200.9995   201.8863   201.0047
  199.3941   197.4266   196.717    198.0231   202.6378   208.7718   212.1748
  211.0424   205.0442   199.5481   168.2325   138.6929   107.9804   105.0049
   90.99365   78.7951    66.21084   66.96052   68.88299   71.46271
   73.83698   75.46872   76.71651   77.1348    72.59387   74.28226
   68.41941   67.1349    60.03629   61.0382    62.27965   65.2362
   70.14329   74.65675   77.0975    79.8081    91.05346  102.4386   110.5354
  110.4044     0.         0.         0.         0.       228.5419   228.3095
  227.555    226.5811   225.7335   225.0105   224.9074     0.         0.
    0.         0.         0.         0.         0.     ]"
390,p294p295-part1_ch2,English,240.9578974589515,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.        79.69009   78.58264  126.7088   174.1365
  221.6082   218.9817   216.8027   215.2106   213.9698   212.8956   211.9855
  211.4216   209.7185   204.9916   199.1225   194.8244   195.1578   195.9554
    0.         0.         0.        85.34838   91.21275   97.31754  104.231
  140.4963   176.5426   211.9189   211.714    211.3267   210.7523   209.3553
  206.6065   203.4381   200.5093   198.3619   196.7763   195.5697   194.0385
  163.0412   132.3634   101.5093    99.62769   98.59824   98.57856
   90.25228   80.57765   82.4073    93.24554  104.4927    89.31881
   74.11916   59.11826    0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.     ]"
391,p294p295-part1_ch2,English,245.17624843147428,WH,"[   0.        0.      263.168   257.4858  248.6323  243.5355  241.8304
  241.2612  241.1977  241.0094  240.3294  238.7197  236.3734  233.032
  229.2495  225.0717  221.2225  218.0495  216.3826  216.4395  217.8037
  219.2493  219.7799  219.1142  217.5355  215.2963  211.7456  207.0987
  202.4223  198.6913  195.7719  193.3763  191.8458  191.3332  163.6106
  136.5022  110.0518  106.8269  107.3907  107.0301  109.6401  142.8625
  177.5214  214.3589  217.1256  219.9376  221.4359  221.4547  220.4498
  218.8197  218.4003    0.        0.    ]"
392,p294p295-part1_ch2,English,248.69397054970187,Y/N,"[   0.         0.         0.         0.         0.         0.        94.93297
  101.9949   146.8453   189.4715   222.243    216.2683   215.269    219.6041
  226.1071   230.6401   232.7066   233.0057   231.7652   230.0022   228.3331
  223.5134   221.0955     0.         0.         0.         0.         0.
    0.       235.5097   229.1121   219.8569   211.7244   208.2694   206.5261
  206.3188   207.1906   208.5496   208.9489   207.4025   200.7382   194.2145
  189.3575     0.        44.07979   43.90858   42.9246     0.         0.
  240.1029   237.5268   232.9111   230.9079   230.0713   229.8507   229.5528
  228.2693   225.2936   220.748    216.2874   214.4303   216.9941   222.4906
  228.1454   231.6092   233.2517   233.9914   234.6379   235.5813   236.9379
  238.7059   240.9607   244.1634   248.3311   252.81     257.0089   260.4878
  263.5378   266.1828   267.9336   266.9497   263.8234   257.4574   253.9608
  251.2697     0.         0.         0.     ]"
393,p294p295-part1_ch2,English,254.62498200276715,Y/N,"[   0.         0.         0.         0.         0.         0.         0.
  274.999    260.2111   244.7754   232.2984   233.1299     0.         0.
    0.       255.6463   254.8119   253.2987   252.3452   252.6066   254.1362
  255.6811   255.661    253.4227   249.7015   245.8975   242.6044   240.543
  239.416    239.2855   239.4765   239.0132   235.5455   230.3691   226.7118
    0.         0.         0.         0.       100.9595   105.1224   115.6835
  113.4399   113.4965   151.7834   189.3665   222.4299   216.94     215.4798
  221.5699   229.4138   235.6332   239.4122   242.0632   243.25     243.983
  244.5557   244.8917   244.9176   244.4823   243.1228   239.7963   233.8828
  224.7352   216.3073   212.5116   220.0442   228.5163   234.025    230.9033
  227.0947   223.3936   220.4757   218.1838   216.8062   216.0287   215.6568
  215.4647   215.3029   215.0568   214.6441   214.1525   213.669    213.3014
  213.0414   212.8244   212.5063   212.0762   211.6854   211.3992   211.2232
  211.0935   211.0159   210.7956   210.2522   209.8932   209.2993   208.8049
  207.6035   206.5196   205.8232     0.         0.         0.         0.
    0.       122.9553   119.0418   111.5415   103.8708   100.3268   100.8775
  102.3068   135.7454   169.1889   202.7591   204.4578   204.2318   203.6635
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.       106.8482   109.1198   111.5646   113.4107   116.9065   120.6532
  121.6315   116.0591   111.5998     0.         0.         0.        74.22906
   71.96265   72.2269    83.08631   97.65858   98.40393   88.56598
   77.57117   78.88245   80.48571   82.29078   84.39269   84.94143
   84.59538   78.0281    72.54942   67.5742    61.59372   64.77341
   67.93826   76.67451  124.0129   171.0887   218.7973   219.4013   220.9568
  223.5898   228.4998   235.0694   240.1475   241.2905   238.9481   236.043
  233.8288   231.3676   229.5998 ]"
394,p294p295-part1_ch2,English,257.771184460316,WH,"[   0.         0.         0.         0.         0.         0.         0.
   84.74554   83.86267   93.39262  103.9879   114.9564   115.2587   155.3879
  196.0469   237.0366   238.7635   239.8671   239.8099   238.1907   234.9116
  230.5861   226.8298   225.3354   225.9615   226.8353   225.6487   220.6617
  214.0067   207.3991   203.1203   200.6271   199.6921   199.8474   200.6991
  202.5837   204.9035   207.1515   208.353    208.8531   208.9826     0.
    0.         0.         0.         0.         0.       234.7799   229.8138
  222.5536   216.2963   214.1344   213.4379   213.2446   212.858    212.2645
  211.6871   211.1838   210.6626   210.0399   209.4013   208.8901   208.3948
  207.6735   206.4101   204.7014   202.4525   200.7089   199.4209   198.1151
  196.5541   194.6976   193.3692   192.2071   191.3625   191.1529   193.3035
  195.545    197.5132   197.844    198.772    200.0155   200.4391   199.9218
  198.7572   198.1411     0.         0.         0.         0.         0.
    0.         0.         0.        76.81918   76.61252   69.10545
   67.51833   66.35767   72.87823   73.66189   84.89597   96.08947
  107.1247   107.3133   107.0156   107.4422   108.4584   109.3719   109.5787
  109.3425   110.4525   110.1443   109.6693   108.4246   109.074    109.9695
  110.4852   110.4631   110.1074   109.474    109.0143   109.6958   150.2471
  190.4554   228.7873   227.5633 ]"
395,p294p295-part1_ch2,English,263.708841797901,Y/N,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.       235.2662
  232.6852   228.6284   229.5788   232.5448   235.3038   234.7064   232.3004
  230.1866     0.         0.         0.         0.         0.         0.
    0.         0.       123.8824   114.4038   104.4037   149.878    198.6256
  241.8668   243.5818   243.9307   242.8324   239.8107   238.3481     0.
    0.         0.         0.       329.352    328.2999   325.9998   324.4882
    0.       135.9756   166.613    197.5892   228.7193   229.1128   228.7682
  227.6165   226.1326   224.8151   223.8168   223.056    222.4804   222.2905
  222.755    223.7893   225.1039   226.3789   227.3848   227.9146   228.111
  228.3858   228.7366   228.9126   228.3575   226.5339   223.6984   223.0917
  221.9214   221.9618   220.2307   183.5246   150.7385   117.8891   121.5078
  119.6902   118.6512     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.       240.2118   237.2933   232.0571   228.0763
  224.6848   222.3378   221.1019   220.5341   219.0457   216.6803   214.5011
  213.6387   213.9555   214.3716   212.9908   209.6316   203.6513   200.5262
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.       103.4364   103.7889
  104.3453   104.1961   104.0471     0.         0.         0.         0.
  115.6044   116.1569   111.0159   105.4185    94.26485   89.20377
   84.38743   86.35381   93.51044  100.3793   106.1789   100.9022
   94.69527   80.54656   72.08765   62.17685   60.9388     0.         0.
    0.         0.         0.         0.        50.87508   47.99697
   52.79215   65.54449   72.16595   78.61157   77.18032   76.08939
   75.37057    0.         0.         0.        59.47311   57.98584
   56.33136   54.793      0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.        59.11883
   59.10123   54.43174   49.51736   44.64837   44.33401   47.8362
   51.43013]"
396,p294p295-part1_ch2,English,268.08605723278254,Y/N,"[   0.        0.        0.        0.        0.        0.        0.        0.
    0.        0.        0.        0.        0.      224.9024  222.7308
  219.1812  217.5218  216.2793  214.7134  213.861   213.402   213.1425
  212.7301  212.2325  211.6763  210.8781  209.2501  206.8141  205.5072
  205.2665  206.0631  205.735   204.9026  203.6791  202.5288  201.6336
  200.8891  200.3665  204.1014  173.6652  144.544   111.9821  113.9933
  114.8642  114.1745  111.7044  110.672   110.749   111.6374  110.6696
  109.5947  146.9787  184.6062  221.5397  220.3737  219.2415  218.2068
  216.3422  212.4902  208.3825  205.3873  204.5308  204.711   205.2024
  205.4084  204.7291  200.2605  197.8412    0.        0.        0.        0.
    0.        0.      219.1964  214.2014  206.2437  199.7684  196.8814
  195.8705  196.3557  197.8383  199.6992  201.8655  208.2851  215.7288
  223.5381  225.7325  224.9016  220.7713  215.7674  211.6537  209.3497
  208.4554  208.5054  209.5592  211.3452  213.4274  215.1969  216.6997
  218.1186  219.6449  221.3522  223.145   225.1636  227.1865  229.401
  231.802   234.6391  237.2431  239.4665  242.203   246.001   248.4206
    0.        0.        0.        0.        0.        0.        0.        0.
    0.        0.        0.        0.        0.        0.        0.    ]"
397,p294p295-part1_ch2,English,277.47560976473665,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.       244.7811   243.2583
  240.5893   240.6639   241.7514   243.2775   244.5599   244.4642   242.6754
  241.7088   241.7885   242.8074   242.2555   241.4199   242.2177   243.4404
  242.8674   238.929    235.9246   238.1246   242.9606   245.487    243.1115
  238.7795   234.9289   232.7576   232.3107   233.4252   234.903    236.6982
  238.4842   240.0986   241.5497   243.1111   244.5122   245.299    245.2407
  244.1749   242.3678   240.2985   238.3558   236.4664   234.5037   232.4917
  230.724    229.1539   227.6084   225.9832   224.195    221.9716   219.9662
  219.884    221.7999   224.6257   226.7525   228.7416   230.8659   232.7466
  233.931    234.7502   235.7847   237.1587   238.4849   239.396    239.6879
  238.3661   235.4108   233.3473     0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
  265.1325   262.53     258.7095   257.2644   257.2039   257.639    258.0163
  258.5003   258.3794   257.9      256.3109   254.2729   252.3859   251.6574
  251.9269   210.9227   170.2246   116.3801   104.325     91.13732
  105.7804   120.2697   135.8872   137.0042   139.       140.0811     0.
    0.         0.         0.         0.         0.         0.        55.87141
   54.27195   52.26728   57.53778   61.16188   64.24755    0.         0.
    0.         0.         0.         0.         0.         0.         0.
   49.96593   56.36005   64.05096   68.05672   60.24905   55.7985
   55.65129   60.6143     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        47.55527   49.0264
   57.52863   62.29735   61.50471   55.09921   49.23226    0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.     ]"
398,p294p295-part1_ch2,English,283.29744888087316,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
   79.69814   91.29486  102.8086   152.6979   190.5751   227.9344   226.4239
  223.9847   222.3954   221.8873   221.8188   216.9155   211.3009   210.1115
  215.6556   222.0911   224.9401   225.3346   224.6865   223.5773   222.1448
  220.4362   217.8674   214.8437   211.5559   207.823    203.9525   199.9072
  197.2022   195.5496   195.0613   195.1053   195.4451   195.9489   196.6246
  197.6213   198.9791   200.509    201.927    204.2251   208.1124   213.7352
  219.9726   226.602    233.1626   239.5402   244.7849   249.5518   253.8232
  256.7851   257.0856   256.1994   255.2259     0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        82.97461   82.76121]"
