English: WH,English: Y/N,Mandarin: WH,Mandarin: Y/N,id,language,questions
6.561965191726116e-07,4.37212173885707e-07,6.376474400657094e-07,7.286687099554088e-07,35,English,WH
3.770940293584693e-07,4.696616123786337e-07,5.707095280694583e-07,6.611269223280579e-07,36,English,Y/N
1.0318121828751508e-06,1.08650605765023e-06,8.950489059567194e-07,9.763388043833805e-07,37,English,Y/N
9.93114689097416e-07,1.256478695521216e-06,8.932259850802377e-07,9.96893721592647e-07,38,English,Y/N
4.1746943455980535e-07,7.863299931935197e-07,5.667396991333983e-07,1.1691577791707593e-06,39,English,Y/N
1.2557389735624656e-06,1.3149117136421693e-06,1.2105184312098854e-06,1.791835565422342e-06,40,English,WH
8.151266786071253e-07,1.0530989582693884e-06,9.349836280397572e-07,1.5764949526976978e-06,41,English,Y/N
1.3560751862444057e-06,1.5154331217921767e-06,1.2668735955135236e-06,1.724482989147441e-06,42,English,Y/N
6.203459363747453e-07,3.7156494042921716e-07,5.686453683609039e-07,5.967506023191745e-07,43,English,WH
8.429187024230087e-07,6.102388109008471e-07,6.549074884809099e-07,5.980617285149317e-07,44,English,WH
1.0102342689565692e-06,7.552810359733427e-07,7.253422026571236e-07,6.597298004802929e-07,45,English,Y/N
1.0299990547466132e-06,1.1241479972244958e-06,1.0139250783946772e-06,1.4733265025652557e-06,46,English,WH
1.0792475264164666e-06,1.1893574814311379e-06,1.1069880367973335e-06,1.4021159985722306e-06,47,English,Y/N
9.589842453065478e-07,1.1238557984081864e-06,8.20950034597657e-07,9.099726289411542e-07,48,English,WH
3.2839808864834745e-07,3.717098538076198e-07,2.494607310682647e-07,1.086824197287105e-07,49,English,WH
7.119814296249671e-07,6.489128906373802e-07,6.248322618559974e-07,5.661249055455882e-07,50,English,Y/N
2.575263575402999e-07,8.343492580073438e-08,1.7048774038874722e-07,8.560215880123015e-08,51,English,WH
8.958920170153727e-07,8.126116469021933e-07,9.38784402610332e-07,1.1577449343550765e-06,52,English,WH
1.4638541709263233e-06,1.4208705082745077e-06,1.1772669327373655e-06,1.4273176821751167e-06,53,English,WH
2.6996946176034953e-07,4.796294567073481e-07,3.763391209397262e-07,7.318639939531671e-07,54,English,Y/N
1.1176461421054662e-06,1.0843056782227949e-06,8.944952992559499e-07,8.823045718051373e-07,55,English,Y/N
7.948136305127639e-07,6.069525404878437e-07,7.646539567845262e-07,9.51923840773751e-07,56,English,WH
7.043813714184767e-07,7.647490324810549e-07,8.197178741251975e-07,8.902756964317056e-07,57,English,WH
5.704997628326827e-07,5.706340908992466e-07,5.056401264208674e-07,3.7189945476653276e-07,58,English,Y/N
9.196093479420155e-07,1.290316241897267e-06,9.426045900296778e-07,1.2985384297673897e-06,59,English,Y/N
5.414519119098084e-07,4.7547797591677333e-07,4.1433217326299534e-07,3.53294440692863e-07,60,English,WH
3.086790365851674e-07,5.04123350316104e-07,3.854528533499132e-07,3.596079662515297e-07,61,English,Y/N
1.1658120712043077e-06,1.3314422440322485e-06,1.0575890182456845e-06,1.343385701405975e-06,62,English,Y/N
9.892749175393846e-07,1.0505224053211852e-06,9.502532467613372e-07,1.134953420896956e-06,63,English,WH
9.266853930309194e-07,7.191650389913538e-07,5.729806364853997e-07,4.35438589387764e-07,64,English,WH
6.664320300865625e-07,7.54498335811761e-07,8.27903510651711e-07,9.444346127273805e-07,65,English,WH
7.352430091100291e-07,4.925897309278274e-07,6.652914139543724e-07,7.374829206485122e-07,66,English,WH
7.439503892877609e-07,5.175703032608547e-07,6.703475148036535e-07,5.851829916724564e-07,67,English,WH
8.174486995823787e-07,1.1027088480195734e-06,8.520938795894637e-07,1.1287363593046491e-06,68,English,Y/N
1.371333523618047e-06,1.4690083780162412e-06,1.0453212639997578e-06,1.1866952224377249e-06,69,English,Y/N
6.332729657599969e-07,7.590813837530042e-07,5.311929310504811e-07,4.063323999131174e-07,70,English,WH
1.3677736328480277e-06,1.5387920106922644e-06,1.291588419347487e-06,1.7917943135915703e-06,71,English,Y/N
9.360922549921527e-07,1.1047642095774417e-06,1.0704779566486568e-06,1.4746997018749254e-06,72,English,WH
1.0373275048578341e-06,8.09755558761912e-07,8.214956313602062e-07,8.521325212395298e-07,73,English,Y/N
3.597929770887055e-07,3.1983978166143367e-07,3.401096862786331e-07,3.1525172128730676e-07,74,English,WH
1.4480029031151808e-06,1.6796461193071133e-06,1.3799555389486428e-06,2.0630242167092204e-06,75,English,Y/N
1.6597054216198635e-07,4.566303700610924e-08,1.399584026037383e-07,7.964486488391444e-08,76,English,WH
7.658126145105114e-07,8.443886028358129e-07,8.666394016597605e-07,1.3956854071600593e-06,77,English,WH
3.217188240795693e-07,3.331964429255581e-07,3.746773780368428e-07,4.5276932030269603e-07,78,English,Y/N
1.104286202033456e-07,8.018282848796527e-08,1.2374945131203034e-07,8.37213893697298e-08,79,English,WH
6.723023227810201e-08,4.7186932392692464e-08,3.40046561762012e-08,1.0567001711295527e-08,80,English,WH
1.398993973205841e-06,1.5696865253201974e-06,1.1086664898872098e-06,1.3190054685680401e-06,81,English,WH
9.56388853089469e-07,8.597092217511416e-07,8.898168191601092e-07,8.731497931861461e-07,82,English,WH
4.155300585561985e-08,5.2072223476316093e-08,6.49052791591492e-08,2.4296501890119577e-08,83,English,Y/N
1.6692847317555665e-07,2.451619904248702e-07,2.0766317390064517e-07,1.0303632330939745e-07,84,English,Y/N
7.770172495687408e-07,8.174140877513142e-07,5.132571743930363e-07,3.913627759925136e-07,85,English,WH
1.902144645651378e-07,1.5597048527072968e-07,1.377774531008327e-07,6.977228941397968e-08,86,English,Y/N
1.177825889129717e-06,1.5524131936305803e-06,1.1825440889357876e-06,1.8501237468331387e-06,87,English,WH
9.637347357481845e-07,1.2894885574693443e-06,9.322331176700152e-07,1.1458252937445109e-06,88,English,WH
1.1769471545016602e-06,1.5192237446032733e-06,1.2703575383094593e-06,2.124317834200144e-06,89,English,WH
9.048957544994396e-07,1.258172409891517e-06,1.0869807141090958e-06,1.942861882502392e-06,90,English,WH
1.269444912189426e-06,1.5020475807784284e-06,1.2676584909875567e-06,1.877606973890654e-06,91,English,Y/N
1.0129902333324203e-06,9.368775176376034e-07,6.742642535162793e-07,5.640819894145757e-07,92,English,Y/N
4.1041153647093173e-07,4.847780703409941e-07,3.7219721185980727e-07,2.521629281586445e-07,93,English,Y/N
5.292476189711078e-07,5.033024128983196e-07,6.331634375250294e-07,9.036100302639566e-07,94,English,Y/N
1.7542806394698354e-07,3.044419297417065e-07,2.4071445291850484e-07,2.513374183216892e-07,95,English,Y/N
8.386982786351643e-07,1.0869132785284543e-06,9.867502783951327e-07,1.7340487767302787e-06,96,English,WH
9.191956743668741e-08,1.2081671541208885e-07,1.874424407673845e-07,1.5183055395572458e-07,97,English,Y/N
1.362110227781741e-07,2.7792991886519383e-07,1.9791771700193072e-07,2.415661954766788e-07,98,English,Y/N
2.537247304235389e-07,1.8233014258031395e-07,2.8803517328017567e-07,3.3236266209015116e-07,99,English,Y/N
7.732645947740782e-07,7.323169395514006e-07,5.301285585682233e-07,4.2505911850898903e-07,100,English,WH
1.4015945421386834e-06,1.4625154697790707e-06,1.260812484903522e-06,1.633036535930988e-06,101,English,WH
5.143308040558565e-07,2.907121898698071e-07,4.744759484577562e-07,4.777889078842949e-07,102,English,WH
5.860828924579482e-07,6.970380251834107e-07,7.590195300919106e-07,9.955028095393444e-07,103,English,Y/N
1.0540320457741679e-06,7.737049849239757e-07,8.205538915447167e-07,8.107023379742962e-07,104,English,Y/N
1.0514296689286501e-06,1.014948957251113e-06,1.05264283167681e-06,1.256862105335103e-06,105,English,WH
2.427516526620491e-07,3.0780423698565e-07,2.6364151228841014e-07,1.5755416872215748e-07,106,English,WH
5.923910779068844e-07,6.714129422452926e-07,7.769692083711524e-07,9.121112013533706e-07,107,English,WH
1.455283890858353e-07,9.094156445213277e-08,1.77158215373313e-07,1.9682303004572661e-07,108,English,WH
9.352362592392633e-07,7.31256735521155e-07,7.852481989611864e-07,7.148977194964898e-07,109,English,WH
1.585177107487367e-07,1.4867479027902184e-07,8.081830169626047e-08,2.8023122070862894e-08,110,English,WH
5.854243553850583e-07,7.024336887500784e-07,6.317396117174552e-07,7.934304433257453e-07,111,English,WH
4.912828045390662e-07,5.580635351890098e-07,5.924594055801727e-07,9.130236543351928e-07,112,Mandarin,WH
6.436640677854108e-07,5.749413023692699e-07,6.223174561207384e-07,6.866351689289687e-07,113,Mandarin,WH
6.753901726363153e-07,1.0414576734914532e-06,7.611906407502762e-07,1.065700243107037e-06,114,Mandarin,Y/N
1.2812257501141126e-06,1.4480690939088566e-06,1.2419427425252785e-06,1.7079372669842862e-06,115,Mandarin,WH
8.852277971008825e-07,1.129016327329034e-06,9.351396295041136e-07,1.4399234451815433e-06,116,Mandarin,Y/N
5.633880593223357e-07,6.424614357647848e-07,6.512783137309384e-07,1.05217375517714e-06,117,Mandarin,Y/N
3.7254386547755534e-07,6.661220187795259e-07,5.130766898765253e-07,1.0375536506206164e-06,118,Mandarin,Y/N
1.1387371945822177e-06,1.45236720413134e-06,1.2190257081224142e-06,2.1042788145939814e-06,119,Mandarin,Y/N
2.630912632122862e-07,1.6598721459895274e-07,3.2643414110553615e-07,3.433569508885492e-07,120,Mandarin,WH
8.737469205159761e-07,6.637278983539531e-07,6.772049248345816e-07,5.526287336840645e-07,121,Mandarin,WH
6.516136212531304e-07,1.0183414221711464e-06,7.794377432250619e-07,1.3420589581229797e-06,122,Mandarin,WH
9.940668540792674e-07,1.3662304005013695e-06,1.1532645308606783e-06,2.046276621013485e-06,123,Mandarin,Y/N
1.1444253020299336e-06,1.1786977592756976e-06,1.040660034321738e-06,1.3602140929270466e-06,124,Mandarin,Y/N
6.48787522240369e-07,6.150936674298282e-07,7.274432474403001e-07,1.0697911972489735e-06,125,Mandarin,WH
8.878936729635976e-07,1.2436661346214776e-06,1.0227261045125936e-06,1.8845579848408267e-06,126,Mandarin,WH
5.827312850516691e-07,3.352852223870595e-07,5.193377361114841e-07,4.162515828849464e-07,127,Mandarin,WH
1.985676326225121e-07,1.6644260891920578e-07,2.1102056780712328e-07,8.526993823857103e-08,128,Mandarin,WH
6.880345536842178e-07,1.0614433195030408e-06,8.120366606012692e-07,1.3897021686683882e-06,129,Mandarin,WH
1.596260208174233e-07,1.390924759982122e-07,2.2314178611987964e-07,2.9436100586888485e-07,130,Mandarin,WH
3.921363039642054e-07,6.426002952672932e-07,5.322295477827338e-07,1.0112373021264156e-06,131,Mandarin,WH
4.7299118680911856e-08,1.272494813059447e-07,8.20062200886277e-08,1.456661199397393e-07,132,Mandarin,WH
4.980246688937716e-07,7.64548871888338e-07,6.534366709361672e-07,1.2477909817660565e-06,133,Mandarin,WH
5.16873715806843e-07,8.103808109747987e-07,7.23259866510217e-07,1.321137346337684e-06,134,Mandarin,Y/N
1.5177419482079735e-06,1.72199330234742e-06,1.309290741452709e-06,1.7859985808313527e-06,135,Mandarin,Y/N
3.0033614147165344e-07,4.3746730250812984e-07,4.590940417239489e-07,7.05859960523753e-07,136,Mandarin,Y/N
8.314887230931416e-07,1.0294238794090593e-06,1.0005374077066985e-06,1.603367989887192e-06,137,Mandarin,Y/N
1.5153953215883906e-06,1.639308872419486e-06,1.226188663190881e-06,1.5343227581947507e-06,138,Mandarin,Y/N
5.014507256458543e-07,7.740531905748803e-07,5.976504610904784e-07,8.828996052362131e-07,139,Mandarin,Y/N
1.288098309661252e-06,1.1167045880771204e-06,9.309758212589554e-07,9.418075897832192e-07,140,Mandarin,Y/N
1.307535473602248e-06,1.1933369107566991e-06,9.204760453718985e-07,9.120626064049921e-07,141,Mandarin,Y/N
7.548713646990477e-07,1.1288270907581033e-06,8.566896950080915e-07,1.3834799106027854e-06,142,Mandarin,Y/N
9.804010122851425e-07,8.532643909687765e-07,6.933670983126601e-07,5.727865163482244e-07,143,Mandarin,Y/N
3.864535910052747e-07,2.7103611858408144e-07,3.4542676232112385e-07,1.774859935156341e-07,144,Mandarin,WH
5.162698945426915e-07,5.360163889129681e-07,6.457562280512039e-07,5.687069911749924e-07,145,Mandarin,WH
8.580696200914504e-07,9.452101006708675e-07,9.443605329830174e-07,1.5171588971163691e-06,146,Mandarin,WH
1.1069217485083528e-07,1.897795699214751e-07,1.6920921628176496e-07,1.725408880234166e-07,147,Mandarin,Y/N
4.625489142623888e-07,5.559008938547154e-07,5.610097471127934e-07,9.351073176692815e-07,148,Mandarin,WH
9.845510171091806e-07,1.4040110671374212e-06,1.1326400994459068e-06,2.107238417483076e-06,149,Mandarin,WH
3.019460305624302e-07,2.7531178217050133e-07,3.8036704871372277e-07,4.977696003155714e-07,150,Mandarin,Y/N
8.382209395645489e-07,9.110110282354832e-07,8.53987890470212e-07,1.2117612030923511e-06,151,Mandarin,Y/N
3.2015561809118835e-08,2.0893328587916992e-08,2.2521685444415003e-08,4.4252847216483685e-09,152,Mandarin,WH
6.461530269003353e-07,6.55120685500307e-07,7.005426591129641e-07,7.621074350534632e-07,153,Mandarin,WH
6.034828093008421e-07,5.818598762483946e-07,5.952127576391583e-07,7.210962343456452e-07,154,Mandarin,WH
5.399314191105876e-07,4.789344615070493e-07,4.960578634834839e-07,5.205501257946474e-07,155,Mandarin,Y/N
8.556327354951493e-07,1.2950248183926965e-06,1.0213862229317276e-06,1.9528226140775665e-06,156,Mandarin,Y/N
4.73538568771301e-08,2.6911971205833033e-08,6.702634829069216e-08,5.467033779369163e-08,157,Mandarin,WH
1.1445434139444196e-06,1.1657097816319458e-06,1.0988087009293156e-06,1.5913762935785284e-06,158,Mandarin,Y/N
6.435877599513724e-07,7.046322690349418e-07,4.915481517725694e-07,3.855997417691843e-07,159,Mandarin,WH
8.231876461673559e-07,7.06893356481843e-07,8.641791736549006e-07,1.0142078730079645e-06,160,Mandarin,Y/N
6.914872669159283e-07,9.691260281548238e-07,8.512881382767564e-07,1.5416499237259554e-06,161,Mandarin,Y/N
7.129262349031004e-07,7.440454227335621e-07,8.326419647837361e-07,8.645503539439066e-07,162,Mandarin,WH
3.752185416838954e-07,6.468446195020103e-07,5.186405003135418e-07,1.0305234377642028e-06,163,Mandarin,Y/N
1.1077571449293918e-06,1.5481872277813097e-06,1.1759300728550148e-06,2.0152883450888995e-06,164,Mandarin,WH
3.2191921318775255e-07,5.310952444581726e-07,4.312715108488657e-07,6.808230669712723e-07,165,Mandarin,Y/N
9.238931253136849e-07,9.563024778776477e-07,5.993712796369626e-07,4.684330097132559e-07,166,Mandarin,WH
7.723581001521823e-07,1.130493692654048e-06,8.444758806862772e-07,1.220543947031068e-06,167,Mandarin,Y/N
6.15049186313925e-07,8.888176416161426e-07,7.391798287258949e-07,1.3449790231526695e-06,168,Mandarin,WH
2.3697268792800402e-07,1.792443014415672e-07,2.1091122721804905e-07,1.587680219041666e-07,169,Mandarin,Y/N
5.93095132506002e-07,6.782952367488172e-07,6.140777874428135e-07,6.714714479575042e-07,170,Mandarin,WH
5.484976390581266e-07,8.141013052357441e-07,6.12340122280315e-07,6.961579387449752e-07,171,Mandarin,Y/N
1.253706154867184e-06,1.1288415467837888e-06,1.110625001378288e-06,1.4110005861875345e-06,172,Mandarin,Y/N
2.701924477134149e-07,3.6322579605008437e-07,2.8892247979321503e-07,1.4883961410491382e-07,173,Mandarin,Y/N
4.858683086687292e-07,8.25212325355814e-07,6.540101239646187e-07,1.3151518899460098e-06,174,Mandarin,WH
1.1334114442951673e-06,1.092926057273923e-06,9.827163587646602e-07,1.181768085743174e-06,175,Mandarin,WH
1.1071907212956444e-06,1.0071604642812361e-06,8.999293492816224e-07,9.675951428927814e-07,176,Mandarin,Y/N
3.77812692953453e-07,4.2531547122179514e-07,3.513290740072357e-07,2.528397320417052e-07,177,Mandarin,WH
7.760319223096227e-07,9.597140487779625e-07,8.954002225284928e-07,1.54697621132504e-06,178,Mandarin,Y/N
2.945061872837581e-07,2.682874450289089e-07,3.061020156467787e-07,2.0664367246446928e-07,179,Mandarin,Y/N
5.88928626891313e-07,8.081292921872864e-07,7.038203110511022e-07,1.1702122591694186e-06,180,Mandarin,WH
3.7953484731154054e-08,5.696531516564243e-08,5.813389245948158e-08,5.30746567396547e-08,181,Mandarin,WH
2.4828281494054913e-07,3.499291822556355e-07,2.809147598033681e-07,1.512793533936773e-07,182,English,WH
1.0350350776245995e-06,1.192804208192768e-06,1.1391316185023115e-06,1.576778866748015e-06,183,English,Y/N
1.1645151497516454e-06,1.0234005971399442e-06,7.730232275225221e-07,6.893547395445723e-07,184,English,WH
1.3347533934823837e-06,1.7079636910001354e-06,1.3243358691847937e-06,2.154446946834583e-06,185,Mandarin,WH
2.1263014555106684e-10,2.3259768904710262e-10,3.1369669495356893e-10,1.8222994323732772e-12,186,English,Y/N
5.584834180624855e-07,6.40899234267746e-07,7.472188904609058e-07,8.528843140126487e-07,187,English,Y/N
2.6249937682725658e-08,9.319300091174453e-09,2.071660322915529e-08,7.277799114227891e-09,188,English,WH
1.5032024051460516e-06,1.6369966723650152e-06,1.2768487608996564e-06,1.6973825492606434e-06,189,English,WH
3.346659149505454e-07,2.987899445133014e-07,3.7104607969885035e-07,2.040801564985984e-07,190,English,Y/N
3.5548098358303604e-07,3.745647318976264e-07,2.3195967271778675e-07,1.1347555829062454e-07,191,English,WH
1.1619871492371164e-06,1.420159594527037e-06,1.2481241106341788e-06,1.9286683244718746e-06,192,English,WH
7.133551398358568e-07,1.0287069966216385e-06,8.223492851557999e-07,1.3642668900143885e-06,193,English,Y/N
3.366382211014302e-07,4.322013339415688e-07,5.297475376497475e-07,5.909476879606858e-07,194,English,WH
1.3055343855604327e-07,2.8553262944355007e-07,1.9189701172792585e-07,3.2720384528334246e-07,195,English,Y/N
6.486160968454424e-07,9.906820606874708e-07,7.962404000115801e-07,1.5238871034832628e-06,196,English,Y/N
1.2400644250915069e-06,1.3294583752429733e-06,9.457821950216961e-07,1.0460716163261655e-06,197,English,Y/N
9.733458018029397e-08,2.2400867413747936e-07,1.6005060169686652e-07,3.1448897483618176e-07,198,English,WH
2.0828499537643065e-07,4.1729051847815293e-07,2.908186737889009e-07,4.952987602497993e-07,199,English,WH
7.408950112665059e-07,8.006857481604918e-07,8.63172271368e-07,9.400186312497474e-07,200,English,WH
2.6317343514835815e-07,2.1655210413447492e-07,1.891394619259561e-07,9.228334824598382e-08,201,English,Y/N
2.4418361259689986e-07,3.064445351508738e-07,3.210597285573228e-07,4.2162302853593745e-07,202,English,Y/N
2.415794402523578e-07,1.1493784132427195e-07,1.6184368607830103e-07,6.30449954096222e-08,203,English,WH
1.2439268353241776e-06,1.3046990249853679e-06,9.225494618201158e-07,9.840226346332674e-07,204,English,WH
5.32034336532169e-07,4.730571704727325e-07,2.983296707540623e-07,1.7215987563445708e-07,205,English,WH
5.081761480157543e-07,4.670606349330771e-07,4.877246553081665e-07,5.432380218490055e-07,206,English,Y/N
3.1916390311308957e-07,3.0846633066446737e-07,4.1808706314953276e-07,3.0144890323629343e-07,207,English,WH
1.0797646540555824e-06,1.1948284413887611e-06,1.1356124490554018e-06,1.4792126388820527e-06,208,English,WH
4.6795672938735654e-07,3.650096475673487e-07,5.343911656030057e-07,3.9656423549899945e-07,209,English,Y/N
7.187484801151657e-07,7.043814474141163e-07,7.720406791241049e-07,7.066303292113584e-07,210,English,WH
2.2284823601732574e-07,8.210032161079353e-08,2.3137575975115958e-07,1.7716525503461592e-07,211,English,WH
7.546169860372095e-08,1.1210716766336347e-07,1.2734857844135971e-07,2.116138371852075e-07,212,English,Y/N
8.533736446253761e-07,7.253056707083865e-07,6.547445240214518e-07,5.13790617231696e-07,213,English,Y/N
1.222798493810076e-07,1.1331388958453785e-07,1.5776187687542545e-07,1.8528250571641367e-07,214,English,WH
2.0749490712398604e-07,3.8015957518036723e-07,2.864883081664487e-07,5.0029092755608e-07,215,English,WH
5.697319622603879e-07,6.480544004406304e-07,6.564599403287075e-07,9.944205285457045e-07,216,English,Y/N
2.4670029984521885e-07,3.0032655511529827e-07,3.156064018445082e-07,4.888454742765837e-07,217,English,Y/N
8.790188885861216e-07,1.0037068177685925e-06,9.335991966927653e-07,1.3582927767579753e-06,218,English,WH
1.152895725509363e-06,9.213014620309934e-07,9.385123157063671e-07,1.000888039863847e-06,219,English,WH
1.113740453552813e-06,1.1368666674791106e-06,9.740378396424047e-07,1.0568194528811673e-06,220,English,WH
1.326886239662897e-06,1.4185269133802159e-06,1.2840566628645668e-06,1.88069149189486e-06,221,English,WH
5.11625105802559e-08,9.14769055114896e-08,1.0793161742137671e-07,1.1807936650890839e-07,222,English,Y/N
1.7102151458973077e-07,1.1783916133536337e-07,1.8608974229462372e-07,1.669194634866416e-07,223,English,Y/N
1.4564904798363017e-06,1.4385850221767296e-06,1.157804512247444e-06,1.3529005936202616e-06,224,English,WH
2.5324637507894134e-08,5.372349975906537e-09,2.732625285213063e-08,8.027529582466292e-09,225,English,WH
7.018768415100023e-07,8.846700926994307e-07,8.970346918275488e-07,1.3591175440385927e-06,226,English,Y/N
5.189552975316102e-07,3.0414503889664725e-07,4.743822726817765e-07,4.714030990833766e-07,227,English,WH
3.49193976259515e-08,4.755148689763339e-08,5.638051857224714e-08,7.808972651760282e-08,228,English,WH
7.975624160595546e-07,7.853023689525554e-07,7.86555563259551e-07,1.0229036771308718e-06,229,English,WH
2.841853069461268e-07,2.256056079493569e-07,2.13095211808223e-07,1.2186061754600193e-07,230,English,Y/N
2.5363655468804246e-07,3.523172481276491e-07,4.2973541005080224e-07,4.995951527810256e-07,231,English,Y/N
3.523650410626225e-07,3.532241108474131e-07,3.6899215661105127e-07,3.7115316688059994e-07,232,English,Y/N
2.5796643709094065e-07,1.4464654190689124e-07,2.847729740225841e-07,1.446045363701116e-07,233,English,WH
9.135972665180943e-07,9.070187998210926e-07,5.569884623393797e-07,4.277021376523442e-07,234,English,WH
1.2384194650892733e-06,1.2480403192693347e-06,1.1712433917181593e-06,1.6806067339729078e-06,235,English,WH
1.2541327681059325e-07,8.713460688531201e-08,1.5969168163749042e-07,4.698904860249532e-08,236,English,Y/N
1.3845505535756988e-06,1.4267123951189232e-06,1.1254716926132494e-06,1.3105649819492998e-06,237,English,Y/N
3.398913343923579e-07,4.2525989476665383e-07,5.283607913765422e-07,5.783699465451835e-07,238,English,WH
7.279155389132745e-08,1.8743955631923677e-08,4.1874379256629814e-08,1.0022886466680083e-08,239,English,WH
1.1903796694017458e-07,1.6788661195848246e-07,1.628050245265912e-07,9.429932115776615e-08,240,English,Y/N
2.0809501610380262e-08,2.571183568233561e-08,3.047337668040581e-08,4.298217169222583e-09,241,English,Y/N
2.0553933712808994e-07,1.0874362107549168e-07,1.2026409847626088e-07,4.100574804403331e-08,242,English,Y/N
2.415201336882893e-07,1.0716851989716426e-07,2.455095778439923e-07,2.2198193891315755e-07,243,English,WH
1.848016510552301e-07,1.1617861929366698e-07,2.0386254426085517e-07,1.7264947479395863e-07,244,English,WH
1.0065689970034484e-06,1.0856540276533422e-06,7.597158370484351e-07,6.693882081523224e-07,245,English,WH
5.568332912420758e-07,5.455592318071696e-07,3.959551948673768e-07,3.0291679172216094e-07,246,English,Y/N
1.2403911734518811e-06,1.3114727654485576e-06,1.1846992058956093e-06,1.7483082592681986e-06,247,English,WH
6.124274272266295e-09,6.881628837042955e-09,6.997639752938911e-09,2.790335265279036e-10,248,English,WH
1.174721643534564e-06,1.4635593130089395e-06,1.2552944783447383e-06,1.99685527420138e-06,249,English,Y/N
7.548808967580218e-07,7.406319581686645e-07,7.298417213612115e-07,6.57550376672556e-07,250,English,Y/N
3.995718010332857e-08,8.103192090482457e-08,7.398765258616755e-08,1.3297187754978543e-07,251,English,WH
6.322412531645559e-07,5.792030307807511e-07,5.516776019034623e-07,5.619141347335014e-07,252,English,Y/N
7.145363129726448e-07,7.361749672852645e-07,7.856336912723394e-07,7.668406267410591e-07,253,English,WH
5.10565278686298e-08,3.328124302499949e-08,1.59398500764057e-08,2.800987649077158e-09,254,English,WH
