file,ID,language,start,questions,f0final,legen_coefs
p314p315-part2_ch1,315,English,127.159603175,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.       212.8942   208.4924   199.0552
  192.2916   186.7926   183.4132   182.3676   181.5733   182.4147   183.733
  185.422    186.253    187.3744   188.4978   188.9049   188.369    188.2156
  192.5292   197.7198   203.6263   207.8898   212.7303   210.9714   202.9798
  191.3221   183.574    178.1205   173.9221   170.8794   169.6191   170.1874
  171.4943   172.6389   173.7409   175.5096   178.4733   182.317    186.0526
  189.6277   193.1833   196.29     197.554    196.4395   194.428    193.3181
  198.7458   205.1306   210.1079   207.9182   206.0123     0.         0.
    0.         0.         0.        64.02034   59.00681   48.9397
   45.96714    0.         0.         0.         0.         0.         0.     ]","[118.30262089552296, 19.386835407610167, -174.09866809281064, -14.084463370914632, 16.51819830515258, -31.382769504862949, 72.758943520497169]"
p314p315-part2_ch1,315,English,136.53925366728998,WH,"[  98.51067   96.70406   95.03356   95.7653    95.53469   94.48315
   93.24122   91.50979   90.20935  119.0403   148.9191   180.2067   183.1051
  186.7135   191.3438   197.2368   203.8552   209.9874   214.7407   219.5455
  224.3218   228.4399   229.0856   225.5342   217.6843   206.7428   195.0508
  185.2449   177.9418   172.5309   167.7853   163.9702   160.9241   158.9589
  121.6913    85.17262   51.89561   55.47801   58.61664   57.73885
   60.35146   71.95165   83.55013   90.96104   89.77213  118.549    147.3825
  176.4731   177.2358   179.4395   183.6029   188.1167   193.3826   198.2706
  202.1206 ]","[149.41856563611995, 2.0323890200840133, -29.426565963606148, 112.73948115796009, 56.11784617176037, -70.045454084740058, -31.853112207039693]"
p314p315-part2_ch1,315,English,184.539557823,Y/N,"[   0.         0.         0.         0.         0.        42.8209
   45.58018   65.40305   85.5198   135.7843   168.0253   199.7102   195.1784
  189.7392   184.898    184.0738   185.7366   188.2368   190.2888   192.5261
  194.94     197.5793   199.8724   201.8992   203.6765   204.8368   204.9255
  204.3364   203.4514   202.646    201.6747   200.5779   199.4143   198.246
  197.1238   196.2133   195.6158   195.2146   194.9105   194.8465   195.2226
  195.9764   196.8566   197.6369   198.1635   198.2794   197.8649   197.0571
  196.1064   195.2078   194.2147   193.1018   191.8688   190.4989   188.9123
  187.4391   186.7959   190.1787   197.366    204.7395   208.4862     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        69.42645   77.94607
  122.8791   160.5742   193.6117   193.7264   192.9393   191.4259   189.6799
  188.0171   186.7663   185.7401   184.5534   182.8948   181.1362   179.3675
  177.8461   176.6666   177.1114   180.3221   185.221    190.6577   194.3474
  196.0971   195.786    194.3422   193.4458   193.2724   193.8125   193.5083
  192.933    193.6768   196.7279   202.5608   212.6204   211.3928   173.7341
  129.7869    94.83463   93.30553   82.07464   71.64414   61.39219
   60.28463   58.90958   57.32076   57.94017   59.20848   60.49376    0.
    0.        47.88412   49.75353   56.46312   61.94188   75.03016
   82.9346    90.31506   88.33032  115.306    142.7066   170.7969   170.9588
  171.3387   171.6648   172.7417   175.6648   179.4427   183.0817   186.116
  190.2929   195.4443   201.6265   206.9911   211.5552   214.3732   216.0869
  216.5391   215.795    214.6661   214.0031     0.         0.         0.
    0.         0.         0.         0.     ]","[135.77048998437607, -13.394168430780715, -6.5186596165457864, 26.886263975524994, -98.046867342966323, 68.775450040512368, -68.698660757631956]"
p314p315-part2_ch1,315,English,206.12549775044656,Y/N,"[   0.         0.         0.         0.         0.       214.8295   213.3854
  210.9274   208.6139   205.4752   201.6636   197.299    194.734    193.3833
  193.6981   193.3658   192.8094   192.535    192.5518   191.3133   187.3818
  184.8529     0.         0.         0.         0.         0.         0.
   73.00563   73.41051   67.08157   61.47759   55.40761   55.94922
   56.22011    0.         0.       191.7749   190.4587   187.1433   182.3267
  177.3823   173.6527   170.829    169.3589   169.5152   170.7411   172.0233
  172.6059   173.368    174.3766   175.7425   177.6487   179.3068   180.6038
  181.4659   182.8336   184.5571   186.3343   187.897    189.4469   190.9255
  192.386    193.8999   195.8956   198.2758   200.4407   202.0596   203.2714
  204.2411   205.0503   206.1254   207.3111   209.0854   210.6288   212.1233
  212.5886   211.3897   209.6418   208.2748     0.        51.05508
   50.84058   50.31092   50.04279   49.94563]","[144.77087741264268, 30.464621970914749, -14.907138164380745, -68.551323971168159, -101.24104324356645, 89.190487766168488, -84.474530654981393]"
p314p315-part2_ch1,315,English,210.09072962521458,WH,"[ 180.3278   180.8628   180.7111   179.5209   178.1483   177.7727   178.584
  179.8554   180.8561   180.0288   178.0968   176.021    174.7614   177.5161
  150.6911   123.6843    92.85382  121.2238   149.6088   178.2649   177.2905
  178.3381   178.9507     0.         0.        51.29366   50.86716
   51.90973   56.67785   62.0752    74.10548   72.22721   68.71026
   58.33949   66.28928   75.32196  110.645    138.8795   167.5718   168.5916
  145.8794   123.3347   101.1728   102.7814   104.4403   106.148    107.657
  108.8873   109.3121   108.9812   105.2676   129.7348   153.0014   177.3984
  172.8449   162.1069   152.851    148.3193   150.7679   153.7176   152.9961
    0.         0.        70.01379   69.61683   68.67006   78.68423
   88.75574   98.8721    98.54635   98.30081    0.         0.        59.57616
   53.99185   51.8651    52.36071   62.63215   69.7301 ]","[112.89825856210703, -48.764486863144263, 10.534895291495516, -54.382416009081354, -9.3079920421277897, 67.708528071064393, 6.207134881374464]"
p314p315-part2_ch1,315,English,226.927649536794,WH,"[  86.23641   86.08987   85.80365   85.72291   85.44527  112.9683   140.2354
  168.5315   171.9478   173.8758   174.1223   171.9249     0.         0.
   76.01279   69.98885   63.70395   58.13068   64.03352  118.8364   171.738
  217.2012   211.5188   204.7052   198.522    194.0665   192.2203   191.0829
  189.6132   188.2939   194.7239   203.8324   213.782    215.9895     0.
    0.         0.         0.       105.4361   137.5334   169.1562   200.7905
  199.067    196.4096   193.862    192.6634   161.7844   131.4023   104.5087
  106.539      0.         0.         0.         0.       107.7116   106.5102
  104.1774 ]","[123.74649803543429, -13.03725518976966, -56.217838731945655, -28.141896722299798, 18.766023648017839, -2.0810583300888381, -15.788511564212223]"
p314p315-part2_ch1,315,English,253.04890022700002,Y/N,"[   0.         0.        43.87511   55.7663    61.19349   78.69406
   83.71629   94.57371   94.73354   94.86438   95.13769   95.5023   129.3154
  164.4103   199.9587   203.0095   205.4274   207.5511   209.4651   211.0382
  212.4563   213.3383   213.7806   213.8074   213.41     212.6325   211.2366
  209.1464   206.2374   202.1732   197.3127   192.8292   189.8416   188.5239
  187.8447   187.0238   186.1966   185.3828   184.827    184.3232   153.2741
  122.5588    91.93978   92.08785   92.1538    92.32223   92.4336
   92.50903   92.54306   92.92556   93.35477   93.15127  122.8165   152.3872
  182.1272   181.6016   180.8635   179.7446   178.4413   177.6109   177.7456
  178.3408   178.6888     0.        65.67793   66.72751   67.79085    0.
    0.        77.11617   74.21575   74.23584   77.12907    0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.       159.7732   159.3846
  158.9863     0.         0.         0.         0.        63.00494
   66.91822   81.99463  120.4793   158.312    188.3359   186.3563   184.3119
  152.6779   122.022     92.26171   92.36131   93.84695   84.31646
   74.98057   67.88049   71.08401   72.6658    78.29903   84.52354
   92.47655   92.40079   91.24192   89.254     87.17407   85.83118
   85.33346   85.04627  112.8624   140.664    168.9928   169.9938   171.6711
  173.6127   175.8342   178.2281   180.6556   182.8788   185.1337   187.3701
  189.5305   191.5045   193.5534   195.3492   196.5036   197.9631   198.6098
    0.         0.       232.5032   231.6515   230.3569   230.4189   231.384
  233.183    235.1749   236.8617   237.8134   238.3      238.3404   238.1409
  238.4039   239.2316   239.2269   237.8509   236.5224     0.         0.
    0.         0.         0.         0.         0.         0.        49.39179
   50.62434   54.07157    0.         0.         0.        59.70512
   59.43486   59.5771     0.         0.        72.83873   75.16877
   77.17828   79.40279    0.         0.         0.         0.         0.
    0.         0.         0.         0.        46.71448   47.98928
   49.32533   48.71991    0.         0.         0.         0.         0.
   74.48407   68.38251   54.84604   52.369      0.     ]","[105.7516829395511, -41.520480349023089, -24.633611795861711, -56.758698894253911, -69.06018071640743, 150.39059357908496, 24.365189108931787]"
p314p315-part2_ch1,315,English,264.9618542054305,Y/N,"[   0.         0.         0.         0.         0.         0.       220.3432
  216.5256   210.5494   206.6841   204.5789   202.8259   201.4025   199.5199
  196.1573   193.3057   192.4873   194.7159   197.4724   199.8661   201.4297
  202.3097   202.5333   201.9092   199.9854   197.7366   196.2079   196.8601
  199.3013   202.6953   205.8995   208.4521   210.2801   211.4388   211.7076
  211.4839   211.4557   211.8977   212.317    212.1364   211.1149   209.3785
  207.5414   206.3767   206.7963   208.9584   211.7001   215.9251   217.7209
    0.        45.23625   45.59018   45.90092   45.43404   45.00203    0.
    0.         0.       195.465    193.3387   189.0511   186.2713   184.5487
  184.219    184.7953   185.8403   186.8516   187.5046   187.4025   186.5352
  185.3241   184.5129   184.7195   185.5896   186.4005   186.7437   186.8784
  187.1096   187.1394   186.6789   185.8781   185.2178   184.3046   182.9588
  181.7823   182.5204   185.1576   188.1558   189.741    190.1558     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.       211.2551   206.6594   199.8699
  191.9269   186.4316   181.5397   178.087    175.6077   173.5463   171.6948
  169.9286   167.9641   166.0761   164.8384   164.6958   165.2468   139.2403
  113.1081    87.24756   88.03968   89.77009   91.76669   93.42755
   94.28168   95.44336   87.29609   74.56298   61.79849   59.18787
   61.84985   63.99626   66.05244   62.99865   59.19638   54.9425
   57.49659   60.36937   61.39171   59.07797   56.72208   58.27879
   60.3903    60.98578   59.46347   57.33237   57.0545    56.49405    0.
    0.        44.05581   44.083     53.57372   59.27129   63.59849
   65.46079   68.10184   71.37793   63.94504   61.05414   64.72285
   60.6279    55.6253    45.23085   47.38647   46.70888   46.67831    0.
    0.         0.         0.         0.     ]","[122.88829154125652, -74.445807658651205, -40.371767599655279, 28.049210800997763, -44.142386814243899, 55.905070992324916, -49.963362536324503]"
p314p315-part2_ch1,315,English,322.13518140599996,Y/N,"[   0.         0.         0.         0.         0.         0.         0.
    0.       200.6408   199.1296   196.5729   195.0383   193.4097   191.3311
  189.4029   191.1165   195.9591   201.2181   202.959    201.8873   200.1744
  198.974    198.1006   197.1287   196.1747   195.3552   195.1219   195.1537
  194.8331   194.4235   194.849    196.1116   197.4409   197.9965   198.2419
  198.5428   198.9348   199.4721   200.3447   201.4175   202.2478   202.3315
  201.7175   200.4895   198.7365   196.6458   194.7496   193.08     191.5447
  189.8333   188.0327   185.9822   183.7251   181.1599   178.6756   176.1891
  173.99     172.0452   170.6823   170.0598   169.9707   169.7751   169.2104
  169.2103   170.4465   172.5735   174.7171   176.6428   178.2847   179.6746
  181.0972   183.0361   185.8358   189.271    193.6602   198.0905   202.8691
  207.6258   213.2254   219.2746   226.1106   233.0924   238.8705   241.5716
  242.2759     0.         0.         0.         0.         0.         0.
    0.        51.16771   50.9889    48.29465   46.97975   46.49763
   46.81406    0.         0.     ]","[154.02899059182602, -24.825833575818148, -123.45313152598207, 10.085650705326975, -80.216647019967624, 32.622993933584034, 38.525604035087113]"
p314p315-part2_ch1,315,English,326.61455127610384,WH,"[  71.08288   78.83371   86.37759   85.59011  111.3064   137.7639   165.0674
  167.9065   170.7198   173.2349   173.5178   173.4417   175.1177   178.26
  185.845    197.2118   206.8839   209.5714   204.1281   195.4833   189.2128
  185.4723   185.4539   184.7019   182.9859   180.7054   178.5823   176.9143
  176.1099   176.2773   177.7396   181.0302   185.3986   189.2511   190.8859
  190.4886   188.3599   184.7917   180.1307   175.3278   169.871    164.7978
  159.0932   153.8862   150.2908   159.7003   170.9258   178.6579   176.9958
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.        48.72703
   50.38934   53.96493   57.02979   55.34604   52.80303   53.23003
   55.49038   54.38568   51.7244     0.         0.         0.         0.
   60.2342    59.3872    61.78101   59.51429   55.02031   48.94612
   45.02637   44.90157    0.     ]","[109.960017885659, -94.130078981319329, -36.204821113096855, 97.479951240292806, -2.7248442669664912, -35.740641200493314, -44.169510919968062]"
p314p315-part2_ch1,315,English,345.34514739199994,WH,"[   0.         0.         0.         0.         0.         0.         0.
  238.3297   235.9708   227.3801   220.0227   213.192    208.8238   205.0312
  203.6211   172.1463   141.7829   106.7645   105.6819     0.         0.
   60.09614   58.64534   53.52868   49.7721    51.22827   54.44215    0.
    0.         0.       198.7462   198.1375   197.1513   196.9546   197.1534
  197.1219   196.1799   194.342    192.418    191.0361   190.6585   191.5069
  193.6486   196.2645   198.8523   199.4994   198.6703   197.2819   196.3008
  196.3362     0.         0.         0.         0.        46.40949
   46.50956   47.11681    0.         0.        46.56662   49.29874
   53.35152   54.95869    0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
   53.09282   52.93747   53.73796   56.47461   58.39853    0.         0.
    0.         0.         0.        65.07799   64.79873   70.07569
   75.66175   71.96304   62.73495   53.603      0.         0.         0.
    0.         0.         0.        50.26875   49.85048   49.02144
   47.20031   46.29349    0.         0.         0.         0.         0.
    0.         0.         0.         0.     ]","[70.965122139852426, -70.438137680506244, -22.79616942896984, 61.231975433952286, -35.620362259799556, -41.018892756493642, -36.009598887620733]"
p314p315-part2_ch1,315,English,355.17052154199996,Y/N,"[ 252.4781   246.1046   239.6493   237.7452   226.1348   213.5313   201.5072
  199.2984   198.6326   199.5474   200.9683   201.9149   201.8026   201.4146
  201.3247   201.9563   201.2812   199.6298   197.5715   196.9859   198.6884
  200.8221   201.8719   201.0345   200.2585     0.        80.60114
   85.3877    78.91463   62.41423   55.14258   62.77018   71.52608  114.87
  157.2324   199.2648   196.7615   196.3046   196.8441   198.4589   168.0113
  137.3296   105.3837   104.6997   104.0149   103.1042   102.5009   102.0517
  137.0786   172.0246   206.6872     0.         0.         0.         0.
    0.         0.       243.7526   241.3828   236.9612   236.8913   238.1582
  240.4805   243.3905   246.4108   249.1219   251.3675   252.9804   253.9164
  254.3161     0.         0.         0.         0.         0.         0.
    0.       301.8392   303.6209   307.3028   312.6286   317.4652   321.5071
  324.9104   327.8277   331.9514   345.382    380.1503   414.7035   437.9824
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        52.76077   49.75063
   44.14424   45.19356   45.92515    0.        48.46666   52.48439
   62.22109   69.82739   75.07251   76.84801   66.87374   55.93577
   55.50102   66.53436   72.05256   66.632     71.0878    80.55729
   82.57921   70.26492   61.04823   57.89252   57.72846   56.21555    0.
    0.         0.        50.83143   52.90302   56.9607    54.28036
   52.64156   51.69844   50.93248   49.06541   48.25258   47.64832
   47.95626   46.72221   53.82174   59.79347   64.7102    61.84151
   59.59221   59.07668   58.60814   58.60237    0.         0.         0.
   52.53312   49.91066   50.49901   50.39147   52.88031   49.27988
   47.30636    0.        59.50214   54.2979    50.17719   46.37548
   47.61851    0.         0.         0.         0.         0.     ]","[108.28565400283811, -94.541069425702275, -2.0438480718997316, 6.9177422912606099, 49.542268685747814, -73.663992669925918, -43.309680958641593]"
p314p315-part2_ch1,315,English,359.19052154199994,Y/N,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.       205.2196   203.3397   199.4505   196.4976
  193.7289   191.0042   187.859    184.7367   182.5941   182.4681   182.8887
  183.9171   184.1819     0.         0.         0.         0.         0.
    0.       211.8543   208.0442   198.8526   190.7718   185.9698   185.7213
  185.6524   185.0538   184.5002   184.343    184.2942   184.1929   184.0485
  183.4259   182.4847   181.7283   181.5124   181.824    183.3756   186.1146
  189.9447   194.6347   199.8434   205.6035   208.3484     0.        63.51114
   57.93763   54.46157   51.87484   56.6842    76.39495  132.2872   185.4885
  221.8567   222.6896   224.6067   226.6792   228.8514   231.6714   235.0376
  239.2593   244.1181   249.6009   254.3945   257.7644   259.2982   216.4068
  173.153    129.9429   172.6312   214.7131   256.8771   256.6793   257.1681
  257.4375   257.3364   257.212    257.3316   257.4836   257.3247   256.6755
  213.3197   171.0278   115.0989    95.9267    78.91722    0.         0.
    0.         0.         0.         0.         0.         0.        55.14153
   55.07278]","[145.58697579373919, 25.953353845689989, -103.84109079600958, -53.289730509713955, -104.09813779452145, 10.821189035593155, 44.423516815112208]"
p314p315-part2_ch1,315,English,376.5944556638283,Y/N,"[  87.72363   88.86567   91.40578   93.45901   94.6701   126.0836   157.3921
  188.4267   187.3758   186.359    185.3049   183.9807   182.5684   181.6578
  181.9421   183.4376   185.5098   187.453    188.7406   189.1162   188.0488
  185.7809   183.1989   181.3826   180.2186   179.3981   178.6263   176.947
  174.725    173.924    173.7802   173.26     171.6467   170.6694   170.4408
  169.0638   168.0982     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.       198.8149   196.3707
  191.0398   184.71     178.019    145.9019   111.1872    79.28634
   75.75887   78.52109   83.40352   84.63452   83.29375   82.6343
   85.21487   88.00763   89.39951  124.228    161.6956   200.113    206.3937
  210.1216   211.201    210.7914   210.2103   176.1934   124.4661
   70.82217   50.67743   46.5526     0.         0.     ]","[130.39641691869173, -30.135586229300653, 10.362458102387274, 41.268667937519105, -110.47728050150299, -57.370327106009611, -5.752369209392274]"
p314p315-part2_ch1,315,English,385.875498866,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.       180.2119   180.2298   180.8325   182.2243   184.0353
  185.7218   186.5159   184.9503   183.9099     0.         0.         0.
    0.         0.         0.         0.         0.         0.        55.78917
   56.36461   56.60445   56.97852   56.07074  108.2121   160.1895   212.4814
  211.5502   210.4981   209.3027   207.8125   206.0962   204.0112   201.7726
  200.4308   201.3474   203.9739   207.3884   210.1375   212.178    212.8317
  212.8358     0.         0.         0.         0.         0.         0.
    0.         0.         0.       206.5415   204.3806   201.1099   198.23
  196.2604   194.4795   193.3155   193.0645   193.7747   195.3551   197.5977
  200.8796   169.5349   119.4695    67.3411    49.06672   50.33386
   51.18599    0.         0.         0.         0.         0.         0.
  199.8459   195.9226   190.5945   185.6573   183.6313   152.7921   122.1774
   91.46519   90.45947   89.90063   89.84249   89.64496   89.21369
   88.92345   88.78663   88.64445   88.42251   88.0946    87.80713
   87.68751   87.86411   88.33169   88.79952   89.00476   88.92688
   89.05154   90.67603   92.73542   94.31435   94.11611   94.08381
   94.68322   93.76572   83.52592   72.5769    64.0788    64.52946
   65.60885   66.60947   67.20602    0.       201.5678   196.7365   190.2567
  142.3555    97.751     58.34698   61.09642   63.83713   71.53568
   81.86341   92.61384   92.90503  122.8143   152.297    181.1414   180.6608
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.       211.4162   207.2823   201.0049
  198.7119   200.3327   202.135    202.9484   203.4013   203.8499   204.2467
  203.593    202.8215   201.4364   198.8153   195.0823   190.8299   187.2897
  185.2309   184.0113   183.6216     0.         0.         0.         0.
    0.         0.         0.         0.     ]","[103.62967836353019, 6.037995856282004, -15.996422400347484, 40.522310045611725, -51.882926919421038, -45.58430826026634, -57.266531001423886]"
p314p315-part2_ch1,315,English,390.675498866,WH,"[   0.         0.       248.532    248.2775   247.7708   245.9294   243.2503
  239.4561   236.0253   234.1722     0.         0.         0.         0.
   47.68822   49.37648   58.16726  113.7842   169.2159   214.2227   206.8247
  195.7468   188.5196   183.8887   153.9497   124.9121    95.85009
  127.3293   159.5524   193.2705   195.3763   196.3105   196.1979     0.
    0.         0.         0.         0.         0.       225.577    223.6893
  220.7797   220.6152   222.7514   226.1564   229.6335   231.9196   232.3992
  230.8371   227.454    223.3588   218.588    211.0469   206.8858     0.
    0.         0.         0.         0.         0.         0.        48.46205
   52.94405   57.99728   61.87149    0.         0.         0.        43.68618
   45.18515   52.62411   58.78607   65.88822   70.56045   76.90677   81.288
   81.52101   78.00633   66.71581   56.57253   47.49886   52.85306
   57.22031   64.73812   63.75577   61.159     56.46713   51.19255
   47.19852   50.01033   55.65327   61.85737    0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        49.76126   49.17073]","[86.263013560563067, -88.888913008524725, -20.944229569631435, 24.757195603967368, 15.508249346387659, -29.369297300628265, 16.73317921954585]"
p314p315-part2_ch1,315,English,405.38289690289656,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.       224.7656   223.7256   220.0293   214.3697   209.1545   208.7432
  210.3139   209.6781   172.6842   135.3227   100.7847   100.4586
   99.73273  130.563    161.46     193.8714   197.0708   202.6058   212.2849
  218.6363   219.8783   214.0338   207.6944   202.7357   197.7393   194.0436
  193.1864   194.8007   196.4427     0.         0.         0.         0.
    0.        97.59286   97.99113   98.87347   99.88026  101.0598   102.4748
  103.6037   104.3895   104.9644   105.6908   106.6296   107.5774   108.3872
  108.8049   108.427    142.5553   175.8157   208.0809   204.4544   200.3979
  196.433    192.6871   189.7154   187.7454   186.3785   185.0493   184.0416
  184.4512   185.8846   187.7583   189.5048   190.7532 ]","[139.05613464192518, 30.723079843512227, -6.2708310701792342, 109.67013923553621, -73.046792814677673, -48.814415277745852, 6.7966952603730739]"
p314p315-part2_ch1,315,English,415.78675737,Y/N,"[   0.         0.         0.         0.         0.         0.        58.05653
   63.16687   68.29606   83.56742   94.41019  105.4116   104.9518   105.6072
  107.1432   142.6273   175.9746   207.8643   204.0848   200.2761   197.3057
  162.9561   129.7158    96.85926   96.77362   97.06708   97.80593
   98.21616   97.73157   97.17466    0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
  210.3454   206.9271   201.1907   196.7378   193.7109   190.3107   187.3788
  185.4144   185.2579   185.7762   186.6059   187.1757   187.357    187.0028
  186.4453   185.7824   185.2567   185.0984   185.1828   184.7558   184.3774
  184.3598   185.1259   186.3841   187.7458   188.2909   186.9645   184.8702
  182.7697   181.5144   180.5703   179.7737   178.2552   176.6907   180.1006
  185.2654   190.2039   190.5053   190.2023     0.         0.         0.
    0.        64.29417   60.1932    51.98785   50.45032   67.97353
   86.22043  100.32      95.79548   81.53681   74.52079   67.62175
   79.12808   87.14332   95.56996    0.         0.         0.        53.84294
   60.53655   66.28635   65.89552   56.28421   47.97203   44.56993
   44.30997    0.        45.88523   55.78543   73.99866   89.87598
   96.76281   96.28579  127.4076   159.2498   190.9169     0.       195.8712
  194.9475   192.2257   188.4384   183.3065   177.2372   172.2328   168.9446
  142.3558   116.0506    90.20089   90.19285   90.65124    0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
   76.63055   76.68616   84.0382    90.61556   97.3764    97.17361
   97.64474   98.43229   99.09118   99.06992   98.5658    98.1594
   98.41257   99.15069  100.3228   100.8896   100.8624   100.4198   100.2736
  100.4993   100.6084   100.4711   134.0827   168.0807   202.4264   202.9402 ]","[99.748640717899818, -16.179223137466874, -23.109504282608292, 76.747397395946976, 13.081053984951538, 2.3369570004110196, 18.097956288085747]"
p314p315-part2_ch1,315,English,426.3882443769172,Y/N,"[   0.         0.        47.13825   45.91158   43.67607   47.39555
   53.11903   57.17667   56.13322   52.13799   57.90405   58.41533
   58.76051   49.58566   47.13895    0.       212.3098   205.5597   195.402
  192.0397   194.1068   198.2469   203.2897   161.1647   117.5621
   72.07499   84.63152   97.12699  109.9999   146.4383   181.6827   215.8907
  213.1575   210.8988   209.1248   207.2176   159.6086   112.724     67.06098
   67.91633   68.29876   68.09546  112.0082   155.4508   199.1211   198.6856
  199.1842   200.0776   201.7444   205.9528   211.376    161.3833   108.852
   55.25656   55.70886   61.28297   66.06988  116.8496   160.8409   203.5993
  200.3376   199.851    203.6282   208.3642   212.306    212.7117   212.9
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.       197.7507   202.2449   208.3143   212.9106   213.7493
    0.         0.         0.         0.         0.         0.         0.
    0.        58.51892   56.8866    54.53121   53.2375     0.       216.7774
  213.2279   206.1064   201.9977   199.609    199.234    199.8245   201.1226
  156.9723   110.1291    61.72142   65.22678   70.74472   69.37843
   60.84682   52.7975    52.3904    53.97882   54.34537   54.986     53.61394
   53.4387    56.13856   69.32842   81.3663    89.89584   88.17225
   87.50479   87.52737   87.97626   88.46258   88.6544    88.4531
   88.34491   88.74518   89.00526   88.49815   87.64735   87.59126
   89.88376   92.9903    95.90329   97.3985    97.83011    0.         0.
    0.         0.         0.         0.         0.       210.9603   207.5117
  199.4337   192.446    185.8057   181.8488   148.5414   113.7834
   79.51778   82.81727   90.18359   89.69376   82.95091   86.65043
   92.61063    0.        47.42219   46.40002   45.95716    0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.        54.39347   55.24833   59.33857   69.64057   80.43911
   89.12382   87.49683   85.1975    81.92649   80.06194   79.7176
   81.32502   83.47289   85.38155   86.9411    87.93911   89.01386
   89.93243   89.00894   91.08871   81.10801   72.59628   60.32535
   59.86856   59.44647   74.46465   89.86308  105.4603   140.6135   175.5551
  211.0179   212.5155   215.0064   218.071    221.493    225.2476   229.3342
  234.1101   239.2163   244.3533   248.5788   252.5798   256.5028   259.699
  260.2346   257.3519   252.8022   248.1382   245.009    243.5056     0.
    0.         0.     ]","[102.95179234225571, 8.7021664000579779, 50.277294963556884, 70.646533414226241, -18.493989926932727, 41.90179368737418, -81.128940529820127]"
p314p315-part2_ch1,315,English,438.10143616284216,WH,"[   0.         0.         0.         0.         0.        45.12864
   46.64556   54.18115   59.75634   64.79481    0.         0.        75.45094
   76.11037   77.3408    78.22338   78.8028    79.18979   92.85776
  106.3572   119.6201   119.4442   119.7338   120.4529   108.6554
   96.39438   83.01525   89.20248  133.6189   178.839    216.6148   215.55
  213.6089   211.0617   209.6135   210.4472   213.3855   217.0446   221.8099
  226.9973   231.7121   234.3398   235.4102   235.4596   234.3946   232.7098
  230.7592   228.4066   225.7098   222.297    217.533    211.9523   205.4467
  200.78     200.2993   209.8827   218.981    215.7599   200.0011   183.5561
  175.946    172.4632   170.6831   169.9997   169.6268   168.3712   166.0076
  163.3269   161.8541   133.9693   106.2986    81.80753   84.67771
   90.52088   93.19336   93.27825   86.12653   83.05515   82.68664
   89.93549   92.37345   85.28326   75.42441   58.13681   50.25986
   42.27925    0.         0.         0.         0.         0.         0.
    0.         0.         0.       204.7413   204.4015   168.0505   130.8416
   93.91248   92.51232   88.53015   82.47201   76.51633   73.48814   71.315
   69.65437   68.59039   69.42074   69.94476   67.50762   68.5536
   76.45156   87.4044    95.02564   96.1731    79.46444   61.4892
   45.77972   47.56447   50.1727    50.40233   50.77107   66.23502
   81.77879   97.60184   90.30305   80.49942   72.22604   71.83962
   74.03796   74.64092   73.04451   64.58141   59.10677    0.         0.
    0.         0.         0.         0.         0.       240.7271   239.1561
  225.9868   212.4343   167.0351   125.2563    83.86497   72.8082
   69.61932   70.59166   74.11066   76.98016   76.04929   75.75341
   76.1217    78.55447   67.16376   60.21521   51.83921   57.20964
   55.02353   51.92022   49.10109   65.16357   81.29568   86.66968
   70.54367   54.81636   49.84983  101.4152   151.0329   199.8021   198.1729
  199.2058   201.5137   203.0331   202.5224   200.6501   199.1546   198.6595
    0.         0.         0.        64.48718   61.24274   54.59455
   60.26468   66.30087   72.88068   68.38458   63.52568   57.21539
   53.19372   54.01321   53.01449   54.65601   52.35958   53.25071
   54.44858   54.50778    0.     ]","[102.67877154710997, -30.488124501798932, -13.246117314244954, 70.847053170937272, -117.05100150880837, 0.76127430427681486, 36.572085865871493]"
